IDN,AGE,COUNTRY,GENDER,IMMIGRANT,HAPPINESS
47025,38,United Arab Emirates,Male,0,7.13
36593,19,Zimbabwe,Male,0,4.6
96280,66,Iceland,Female,0,7.11
33001,94,Japan,Female,1,6.26
85760,40,South Korea,Male,0,6.17
66350,63,Mozambique,Male,0,4.71
91187,89,Russia,Male,0,5.36
61091,52,Brazil,Male,0,6.81
18622,97,Mali,Male,0,4.04
56726,33,Kazakhstan,Male,0,5.55
50702,57,Trinidad and Tobago,Male,1,6.6
11091,26,Togo,Male,0,2.81
10979,36,Belarus,Female,0,5.42
28777,90,South Korea,Male,0,6.11
83510,60,Argentina,Female,1,6.66
79766,25,Algeria,Male,0,5.38
38579,89,Morocco,Female,0,4.83
63217,30,Argentina,Female,0,6.47
51042,33,Netherlands,Female,0,7.4
33316,39,Bolivia,Male,0,5.8
41175,97,Cambodia,Female,0,3.79
64083,32,Burundi,Female,0,3.42
80275,41,Madagascar,Male,0,3.97
55262,31,United Arab Emirates,Female,1,7.55
51559,64,Macedonia,Male,0,4.44
25790,92,Iceland,Female,0,7.34
30293,89,Malawi,Male,0,3.85
46719,70,Bosnia and Herzegovina,Female,0,4.66
53459,41,Burundi,Male,0,3.68
89530,97,France,Female,0,6.65
51181,63,Chile,Male,0,6.43
15406,75,Indonesia,Female,0,5.14
55045,54,Algeria,Male,0,5.21
28123,51,Czech Republic,Male,0,5.99
19945,68,Burundi,Male,0,3.43
21609,68,Panama,Male,0,6.97
99504,69,Albania,Male,0,5.42
33691,26,Iran,Female,0,4.41
45362,52,Cameroon,Female,0,4.24
90699,38,Morocco,Male,0,4.88
99524,89,Bangladesh,Female,0,4.6
36146,50,Switzerland,Female,1,7.75
82716,91,Italy,Male,0,5.73
54583,55,Malawi,Female,0,3.87
58007,36,United Kingdom,Male,0,6.66
12369,77,Burkina Faso,Female,0,4.1
90868,24,Somaliland region,Female,0,4.76
63467,34,Croatia,Male,0,5.65
57692,95,Mauritania,Male,0,4.5
33666,65,Iceland,Male,0,7.1
18257,39,Jordan,Male,0,5.33
63213,99,South Korea,Female,0,6.07
80639,39,Colombia,Male,1,6.69
81818,59,New Zealand,Female,1,7.49
67779,41,Palestinian Territories,Female,0,4.65
76336,76,Congo-Kinshasa,Male,0,4.42
37879,34,Somaliland region,Male,0,4.56
90806,83,Germany,Female,1,6.83
92822,67,Uzbekistan,Male,0,5.39
39200,75,Netherlands,Male,0,7.43
52098,70,Denmark,Male,0,7.57
99217,28,Jamaica,Female,0,5.09
66800,74,Uganda,Female,0,4.22
62625,35,Spain,Male,0,6.03
70828,56,Trinidad and Tobago,Male,0,6.27
50219,48,Malaysia,Male,0,5.48
96382,50,Ukraine,Female,0,5.04
89027,30,Armenia,Female,0,4.27
65640,73,Sierra Leone,Female,0,4.17
24259,93,Malaysia,Female,0,5.63
43354,86,Spain,Male,1,6.91
71041,35,Zambia,Female,0,4.75
46196,23,Spain,Male,0,6.16
25566,84,Trinidad and Tobago,Male,1,7.01
50808,99,France,Female,0,6.71
18172,85,Bangladesh,Male,0,4.5
51561,77,Canada,Female,1,7.97
92253,63,Madagascar,Male,0,3.91
71523,28,Zimbabwe,Male,0,4.74
46276,97,Sri Lanka,Female,0,4.04
35128,18,Canada,Female,0,7.36
31851,44,Tajikistan,Male,0,4.36
57380,24,Turkmenistan,Female,0,5.4
61232,75,Albania,Female,0,5.55
75614,30,Georgia,Female,0,4.18
74972,78,Brazil,Male,0,6.6
76155,30,Sweden,Female,0,7.2
39856,34,South Korea,Female,1,6.71
86833,63,Austria,Male,0,7.2
41118,46,Guatemala,Female,1,6.16
83556,89,Japan,Male,0,6.01
88802,26,Australia,Male,1,7.54
92304,48,Guinea,Male,0,3.77
97963,80,Libya,Male,1,5.76
36739,32,Germany,Female,0,6.63
77209,65,Mali,Female,0,4.01
91382,68,Ghana,Female,0,5
91268,50,Kazakhstan,Male,0,5.44
46088,29,Qatar,Male,0,6.42
78823,96,Congo-Brazzaville,Male,0,4.19
41622,48,Slovenia,Male,1,6.55
61559,93,Zambia,Female,0,4.98
31051,57,South Korea,Male,0,6.25
29044,46,Tunisia,Male,0,4.68
51872,96,Mali,Male,0,3.97
80746,49,Laos,Male,0,4.7
95232,73,Cambodia,Male,0,3.85
86931,23,Chad,Female,0,4.06
28698,92,Niger,Male,0,4.11
45869,43,Greece,Female,1,6.07
75059,97,Uganda,Male,0,4.21
40228,63,Austria,Male,0,7.23
88103,88,Jordan,Female,0,5.39
54779,22,Sri Lanka,Male,0,3.92
20844,22,India,Male,0,4.52
31708,43,Norway,Male,1,7.67
65108,21,Hong Kong,Female,0,5.23
89065,90,Liberia,Male,0,4.11
30812,63,Benin,Male,0,3.27
67966,45,Madagascar,Female,0,3.87
11461,74,Italy,Female,0,5.89
48949,35,Liberia,Female,0,4.1
64782,74,Bangladesh,Female,0,4.54
19174,79,Bulgaria,Male,0,3.79
91260,92,Croatia,Male,0,5.43
30952,38,Mali,Female,0,4.06
81431,65,Nicaragua,Female,0,5.5
37000,18,Montenegro,Female,0,5.23
14034,91,Oman,Female,0,6.77
20980,98,Iceland,Male,0,7.26
14246,62,Austria,Female,0,7.27
42740,40,Slovakia,Female,1,6.53
50299,85,Mauritania,Female,0,4.74
51062,69,New Zealand,Female,0,7.06
80276,84,Kenya,Male,0,4.21
39780,78,Iraq,Male,0,4.56
44165,29,Paraguay,Female,0,5.71
20245,92,Slovenia,Female,0,5.81
86084,34,Tajikistan,Female,0,4.16
10076,92,United Kingdom,Female,0,6.87
16649,41,Saudi Arabia,Male,0,6.34
19808,53,Paraguay,Male,0,5.55
65492,83,Afghanistan,Male,0,4.02
31561,41,Saudi Arabia,Male,0,6.37
66393,72,Paraguay,Female,0,5.51
55939,34,Madagascar,Female,0,3.7
85433,69,Zimbabwe,Female,0,4.82
47490,23,Dominican Republic,Female,0,4.88
57008,23,Finland,Female,0,7.38
55394,93,Congo-Kinshasa,Male,0,4.5
62214,96,Kenya,Male,0,4.16
24378,32,Haiti,Female,0,4.15
77636,85,Kenya,Male,0,4.36
60652,26,Trinidad and Tobago,Female,1,6.6
77141,52,Belgium,Male,1,7.58
97259,84,Burkina Faso,Male,0,3.97
80487,79,Serbia,Female,0,4.62
61433,23,Moldova,Male,0,5.55
40060,65,Colombia,Female,0,6.13
53580,98,Turkey,Female,1,5.87
94961,77,Ecuador,Female,0,5.79
23868,19,Kuwait,Male,1,6.59
26937,26,United States,Male,0,7.05
39131,94,Kosovo,Male,0,5.11
39174,73,Lesotho,Male,0,4.6
44513,72,Mauritania,Male,1,5.34
30262,30,Moldova,Female,0,5.53
70131,76,Poland,Male,0,5.66
26022,66,Angola,Male,0,5.35
97599,30,Malawi,Female,0,3.98
78965,83,Uzbekistan,Male,0,5.35
49734,48,Kenya,Female,0,4.18
59783,53,Czech Republic,Female,0,6.18
48103,89,Russia,Female,0,5.31
86789,55,Turkmenistan,Female,0,5.41
94852,67,Georgia,Female,0,4.18
89085,51,Switzerland,Female,0,7.61
90643,20,Mali,Female,0,4.24
35770,45,Finland,Female,0,7.24
42946,87,Denmark,Male,0,7.59
84627,96,Bahrain,Male,0,5.05
99655,67,Georgia,Male,0,4.1
12744,90,Venezuela,Female,1,7.69
33427,68,Afghanistan,Male,0,3.89
78510,97,India,Male,0,4.58
38867,55,Armenia,Female,0,4.14
18105,52,Iceland,Female,1,7.55
42178,69,Nicaragua,Female,0,5.34
66432,81,Bulgaria,Male,0,3.91
83582,57,Argentina,Male,0,6.41
55249,64,Portugal,Male,0,5.1
37333,71,Taiwan,Male,0,6
98754,24,New Zealand,Female,0,7.13
12811,44,Lithuania,Male,0,5.36
52721,88,Jordan,Male,0,5.15
61355,28,Estonia,Male,1,5.59
34232,70,Algeria,Female,0,5.34
86776,96,Liberia,Male,0,4.08
36257,49,Iraq,Male,0,4.6
74175,23,Libya,Female,0,5.1
82849,88,Georgia,Male,0,4.14
74410,35,Nigeria,Female,0,5.09
98035,81,Cameroon,Male,1,4.58
61698,60,Burkina Faso,Female,0,4.18
81124,91,Algeria,Male,1,5.5
35074,50,Sierra Leone,Male,0,4.32
24710,84,Germany,Female,0,6.6
32516,28,Afghanistan,Male,0,3.74
28596,55,Serbia,Male,0,4.73
51338,69,Algeria,Female,0,5.19
40480,19,Algeria,Male,0,5.34
64107,56,Bolivia,Male,1,5.97
33212,57,Bosnia and Herzegovina,Female,0,4.58
24440,61,Iraq,Male,1,5.38
96371,54,Belgium,Male,1,7.63
94634,56,North Cyprus,Female,0,5.41
18115,95,Costa Rica,Male,0,7.19
71001,52,United Kingdom,Female,0,6.64
94073,59,Haiti,Male,0,4.29
60427,32,Kosovo,Male,1,5.47
60216,85,Niger,Female,0,4
27094,49,Egypt,Female,0,4.13
45703,54,Syria,Female,0,3.8
83284,74,Sudan,Female,0,4.18
23238,57,Panama,Female,1,7.46
98002,58,Laos,Female,0,4.75
15261,50,Ghana,Male,0,4.89
96149,73,Senegal,Male,0,3.9
11841,60,Burundi,Male,0,3.68
32778,70,Mozambique,Male,0,4.7
66468,31,Indonesia,Female,0,5.18
52328,69,Nepal,Male,1,4.42
83399,82,Togo,Female,0,2.7
81508,30,Germany,Male,0,6.54
49038,78,Macedonia,Female,0,4.48
10608,51,Hungary,Male,0,4.61
28431,56,El Salvador,Male,1,5.91
54496,29,Serbia,Female,0,4.57
71449,98,Colombia,Male,0,6.35
89818,21,Macedonia,Male,0,4.28
11949,55,Uzbekistan,Male,0,5.41
28425,66,Qatar,Male,0,6.5
67499,56,Luxembourg,Male,1,7.68
26206,83,Norway,Female,0,7.44
27372,79,Ghana,Female,0,4.83
13332,65,Central African Republic,Male,0,3.41
48150,93,Angola,Female,0,5.31
97230,61,United States,Female,0,7.04
37634,57,Belarus,Male,0,5.36
87807,35,Hong Kong,Male,0,5.41
46086,96,Lebanon,Female,0,4.79
11989,72,Australia,Male,0,7.31
70047,58,Luxembourg,Male,0,6.94
22818,60,South Africa,Male,0,4.74
37310,61,Hungary,Male,0,4.58
10681,29,Japan,Female,0,5.98
81805,79,Denmark,Female,0,7.57
74097,97,Ukraine,Male,0,4.89
76734,95,Zambia,Female,0,4.92
68441,41,Djibouti,Female,0,4.59
62640,44,Nicaragua,Male,0,5.37
92664,97,Ethiopia,Male,0,4.31
29791,38,Sierra Leone,Female,0,4.03
14911,19,Palestinian Territories,Female,1,4.73
44263,25,Sri Lanka,Male,0,4.02
74813,92,France,Female,0,6.62
51349,23,Bangladesh,Female,0,4.62
36991,40,Jamaica,Male,0,5.08
34841,71,El Salvador,Female,0,5.62
14274,38,Czech Republic,Female,0,6.23
98347,30,Libya,Female,0,5.29
89845,70,Bulgaria,Female,0,3.83
11209,58,Netherlands,Male,0,7.5
87391,59,Switzerland,Male,0,7.57
72058,38,Germany,Female,0,6.53
51179,50,Egypt,Female,0,3.99
74946,41,Luxembourg,Male,0,6.93
96987,57,Niger,Female,0,3.95
89363,93,Thailand,Female,0,6.34
22896,21,Malta,Male,0,5.84
54475,70,Kosovo,Male,0,5.13
39092,55,Bahrain,Male,0,5.12
10095,60,United Kingdom,Female,0,6.7
11953,37,Denmark,Male,0,7.53
18196,45,Nepal,Female,0,3.96
29170,85,Oman,Male,0,6.58
43957,19,Swaziland,Male,0,4.86
60659,88,Uzbekistan,Female,0,5.45
30054,58,Djibouti,Male,0,4.57
85575,38,Malta,Female,0,5.96
16740,92,Tanzania,Male,0,3.64
44247,45,Afghanistan,Female,0,3.89
22566,76,South Korea,Female,0,6.17
21378,63,Myanmar,Female,0,4.32
59988,20,Mauritius,Male,0,5.3
70404,82,Nicaragua,Male,0,5.3
97042,70,Japan,Male,0,5.95
76566,44,Georgia,Female,0,3.95
51881,81,Gabon,Female,0,3.84
95216,18,Palestinian Territories,Female,0,4.43
92178,46,India,Male,0,4.48
62023,28,Tunisia,Male,1,5.17
72367,47,Panama,Male,0,6.85
10343,41,South Korea,Female,1,6.75
32936,49,Iraq,Male,0,4.57
54157,98,Mauritania,Male,0,4.5
12878,84,Slovenia,Female,0,5.92
47841,22,Niger,Female,0,3.91
13424,77,Costa Rica,Female,0,7.01
50943,63,Ethiopia,Male,0,4.45
16135,49,Thailand,Male,0,6.33
92112,49,Poland,Female,0,5.67
13072,65,Chile,Male,1,7.03
20473,28,Nepal,Male,0,4.1
29093,92,Kuwait,Female,0,6.41
69391,28,Guatemala,Male,0,5.96
19832,22,Chad,Female,0,3.86
64997,31,Chad,Female,0,4
93165,49,Romania,Male,0,4.78
92243,77,North Cyprus,Male,0,5.39
19010,45,Jordan,Female,0,5.25
91125,66,Portugal,Female,0,4.87
59422,61,Jordan,Female,0,5.17
37309,68,Bangladesh,Male,0,4.78
76675,60,Palestinian Territories,Female,0,4.59
65639,79,Iran,Female,0,4.57
61585,61,Bulgaria,Male,0,3.71
83543,66,United States,Female,0,7.01
84664,69,Portugal,Male,0,4.92
96527,72,Guinea,Female,0,3.66
39081,56,France,Female,0,6.76
62354,83,Suriname,Male,1,6.96
98825,77,Ethiopia,Male,0,4.35
66032,64,Italy,Female,0,5.81
94275,80,Myanmar,Female,0,4.35
47805,56,Mozambique,Male,0,4.81
39497,40,Comoros,Male,0,3.83
54035,86,North Cyprus,Female,0,5.23
75623,69,Costa Rica,Male,0,7.05
72161,32,Kyrgyzstan,Male,0,4.8
82932,44,Iran,Male,0,4.37
21630,91,Congo-Kinshasa,Male,1,4.94
70869,46,Kosovo,Male,0,5.03
50477,94,Luxembourg,Male,0,6.87
28479,52,Nicaragua,Female,0,5.47
86446,51,Tunisia,Male,0,4.76
67912,50,Iceland,Male,0,7.34
87022,22,Kenya,Male,0,4.16
13578,32,Taiwan,Female,0,6.1
32412,32,Serbia,Male,0,4.63
33317,39,Angola,Female,1,5.97
89945,64,Palestinian Territories,Male,0,4.46
34529,21,Mozambique,Female,0,4.8
30827,81,Nigeria,Male,0,4.97
24205,83,Central African Republic,Male,0,3.47
80174,66,Kyrgyzstan,Female,0,4.76
71990,77,Moldova,Male,0,5.5
92647,58,Norway,Male,0,7.41
10470,44,Latvia,Female,0,4.9
88103,88,Tanzania,Female,0,3.58
78616,27,Serbia,Male,0,4.77
16920,25,Sudan,Male,0,4.32
25830,58,Malta,Male,0,5.88
67014,32,Estonia,Female,0,5.32
57695,69,Egypt,Female,0,4.24
49965,43,Thailand,Male,0,6.18
46936,98,Qatar,Female,0,6.59
20602,26,Australia,Female,0,7.13
83997,68,Madagascar,Female,0,3.89
75249,61,Belarus,Male,1,6.1
23620,20,Sri Lanka,Female,0,4.03
39258,67,Egypt,Female,0,4.08
85422,53,Netherlands,Male,0,7.47
93304,78,Sri Lanka,Female,0,4.13
21867,48,Belgium,Male,0,6.87
38776,46,Afghanistan,Female,0,3.98
36296,52,Italy,Male,0,5.81
38834,95,Lesotho,Male,0,4.9
48935,72,Macedonia,Male,0,4.29
24751,69,Mauritania,Female,0,4.68
69467,92,Sudan,Female,0,4.13
23238,54,Taiwan,Female,0,6.11
95583,56,Gabon,Female,0,3.88
44292,32,Comoros,Female,0,3.58
14098,99,Tunisia,Female,1,5.03
39656,24,Czech Republic,Male,0,6
65552,77,Congo-Kinshasa,Male,0,4.36
79000,78,Madagascar,Male,0,3.71
60448,74,Finland,Female,0,7.23
57940,34,Lebanon,Male,0,4.67
23381,23,Ireland,Male,0,6.95
64116,61,Armenia,Female,0,4.22
61555,95,Cameroon,Female,0,4.36
18160,74,Qatar,Male,0,6.66
47967,73,Ireland,Male,0,6.84
87324,30,Gabon,Male,0,3.92
17683,90,Czech Republic,Female,0,6.23
56589,93,Uganda,Female,0,4.26
54381,83,Bolivia,Male,0,5.58
85836,44,Tunisia,Female,0,4.73
22467,34,Iran,Male,0,4.5
16070,87,Australia,Female,0,7.05
80438,87,Syria,Female,0,3.75
60909,69,Rwanda,Female,0,3.57
24895,32,Israel,Female,0,7.29
49534,18,Luxembourg,Male,0,6.84
24697,77,Colombia,Female,1,6.95
30176,86,Mauritius,Female,0,5.28
80796,58,Zambia,Female,0,4.89
66278,54,Rwanda,Male,0,3.68
50611,97,Ghana,Female,0,4.81
37505,48,Germany,Female,0,6.61
48619,31,Slovenia,Male,0,5.99
87316,90,Mexico,Female,0,7.02
81208,39,Chad,Female,0,3.79
84085,51,Guinea,Male,0,3.75
35366,99,Ghana,Male,0,4.96
51901,76,Congo-Brazzaville,Male,0,4.16
84712,78,Nigeria,Female,0,5.23
10108,33,Turkmenistan,Male,0,5.5
13568,48,Syria,Female,0,3.71
44156,18,Croatia,Female,0,5.49
76668,96,Luxembourg,Female,0,7.02
57888,22,Sudan,Female,0,4.13
23656,77,Russia,Male,0,5.34
74680,53,Slovakia,Female,1,6.26
54550,84,Iraq,Female,0,4.62
57939,75,Mexico,Female,0,6.94
75223,24,Chile,Male,1,6.61
38769,71,Jamaica,Female,0,5.19
10979,24,Slovakia,Male,0,5.96
68884,24,Tajikistan,Female,0,4.09
31565,65,Turkey,Female,0,5.26
81106,83,Angola,Male,0,5.37
58780,57,Kazakhstan,Male,0,5.57
96666,33,Malawi,Male,0,3.97
34759,66,Haiti,Male,1,4.4
81008,33,Burundi,Male,0,3.48
90944,66,Paraguay,Male,0,5.65
47526,97,United States,Female,1,7.73
96667,79,Brazil,Female,1,7.29
15449,45,Moldova,Female,0,5.67
44044,63,Zambia,Female,0,4.83
11413,72,Cambodia,Male,0,3.85
87482,94,Ecuador,Male,1,6.35
15366,56,Portugal,Female,0,5.1
87027,90,Madagascar,Female,0,3.87
12268,73,Panama,Male,0,7.02
24764,36,Slovakia,Male,0,5.74
43785,48,Venezuela,Male,1,7.32
80357,51,Latvia,Female,0,4.91
15674,71,Egypt,Female,0,4
72631,32,Italy,Male,1,6.39
95183,36,Armenia,Male,0,4.05
66795,72,Lesotho,Female,0,4.85
65624,87,El Salvador,Female,0,5.75
21640,24,Malawi,Female,0,3.92
30719,74,Trinidad and Tobago,Female,1,6.71
76313,98,Gabon,Female,0,3.98
75260,54,Germany,Male,0,6.37
49448,59,Bolivia,Female,0,5.66
22312,88,United Kingdom,Female,1,7.12
37866,94,Lesotho,Female,0,4.66
99249,59,Ireland,Female,0,6.83
86232,70,Tunisia,Male,0,4.67
85670,90,Uruguay,Female,0,6.33
27591,47,Togo,Male,0,2.93
50480,62,Kenya,Female,0,4.36
63525,86,Tajikistan,Male,1,4.41
67902,46,China,Female,1,5.38
14096,53,Slovakia,Male,1,6.6
66970,64,Sweden,Male,1,7.83
46261,60,Sweden,Male,0,7.37
97772,85,Switzerland,Male,1,7.9
56033,36,Lithuania,Male,0,5.34
46299,24,Djibouti,Female,0,4.58
93927,87,Kuwait,Female,0,6.31
22636,25,Peru,Male,0,5.76
62814,48,Tunisia,Female,0,4.67
90952,85,Mexico,Female,0,7.05
77861,59,Spain,Male,0,6.14
46061,95,Algeria,Female,0,5.39
83910,42,Macedonia,Male,0,4.43
89393,57,Finland,Female,0,7.17
93413,76,Spain,Male,0,6.08
33103,26,North Cyprus,Male,0,5.4
13507,53,Colombia,Female,0,6.34
34335,69,Argentina,Male,0,6.28
20467,47,Yemen,Male,0,3.79
82438,86,Egypt,Female,0,4.25
61400,57,Greece,Male,0,5.37
58150,72,Zambia,Female,0,4.74
84633,47,Japan,Male,1,6.75
13380,60,Congo-Kinshasa,Male,0,4.42
72993,27,Sudan,Female,0,4.33
46516,26,Vietnam,Male,1,5.97
30039,59,France,Female,1,7
73890,55,Portugal,Male,0,4.85
35479,45,New Zealand,Male,0,7.05
29056,83,Rwanda,Female,0,3.52
17642,77,Israel,Female,0,7.27
15047,65,Slovenia,Male,0,5.92
75529,84,South Korea,Female,0,6.01
13419,80,Israel,Male,0,7.21
51273,65,Spain,Male,1,6.63
28815,28,Bangladesh,Female,0,4.69
37490,40,Honduras,Female,0,5.03
65442,28,Ireland,Female,0,6.95
86962,23,Norway,Male,0,7.41
66421,77,Italy,Male,0,5.93
76729,68,Myanmar,Female,0,4.27
79114,97,Malawi,Male,0,4.01
36161,78,Bahrain,Female,1,5.72
62105,73,Venezuela,Male,1,7.05
70252,42,Jordan,Female,0,5.37
40353,34,Vietnam,Male,0,5.49
79001,95,Angola,Female,0,5.35
16042,76,Kenya,Male,0,4.33
27684,51,Peru,Male,1,5.85
57283,49,Malawi,Male,0,4.09
46073,43,Burkina Faso,Female,0,4
66476,19,Senegal,Female,0,3.68
98356,66,Finland,Female,1,7.77
26738,48,Hungary,Female,0,4.56
13527,37,Belarus,Male,0,5.29
61266,92,Uganda,Male,0,4.26
47497,72,Djibouti,Female,0,4.59
18029,54,Chile,Male,0,6.5
40200,65,Netherlands,Male,0,7.4
31254,59,Iraq,Male,0,4.76
74235,74,Russia,Female,0,5.37
55705,31,Algeria,Female,0,5.37
54422,66,Panama,Female,0,6.93
50587,68,Bahrain,Male,0,5.16
48698,46,Croatia,Male,0,5.47
72346,69,Tanzania,Female,0,3.55
25463,51,Germany,Female,0,6.41
59538,95,Benin,Female,0,3.51
68305,65,Sweden,Male,0,7.24
88955,81,Cambodia,Male,0,3.84
36412,39,Lesotho,Male,0,4.6
56945,82,Malaysia,Female,0,5.68
88150,68,Sierra Leone,Female,0,4.05
72145,87,Tunisia,Male,0,4.59
61039,78,Costa Rica,Male,0,7.26
76796,59,Albania,Male,0,5.37
43927,22,Congo-Kinshasa,Female,0,4.41
30524,97,Germany,Female,0,6.51
10948,74,Ethiopia,Female,0,4.42
62352,40,Zambia,Male,0,4.97
99981,37,Latvia,Female,0,4.96
75765,47,Haiti,Female,0,4.06
56185,31,South Korea,Female,0,6.17
61187,55,Congo-Brazzaville,Male,0,4.25
10973,32,Netherlands,Male,0,7.28
74960,95,Algeria,Female,0,5.27
14325,83,Central African Republic,Male,0,3.58
21285,83,Jordan,Female,0,5.4
25810,90,Venezuela,Male,0,7.01
16667,19,Guatemala,Male,1,6.51
38795,21,India,Female,0,4.71
75489,56,Uganda,Male,0,4.14
30436,99,Lithuania,Male,1,5.85
37005,28,China,Female,0,4.76
27640,27,Mauritius,Female,0,5.32
80268,55,Guinea,Female,0,3.56
16819,93,Indonesia,Female,0,5.18
32487,72,Congo-Kinshasa,Male,0,4.55
86401,23,Singapore,Male,0,6.4
42100,35,Ghana,Male,0,4.87
81228,24,Egypt,Male,0,4.06
39958,92,Netherlands,Female,0,7.33
45397,27,Turkey,Male,0,5.17
58465,89,Tanzania,Male,0,3.67
62226,99,Italy,Female,0,5.9
18670,33,Senegal,Female,0,3.72
34256,32,Georgia,Female,0,4.03
55623,56,Niger,Female,0,4.15
75318,58,Honduras,Male,0,4.91
65856,71,Taiwan,Female,0,6.02
28502,34,Kazakhstan,Male,0,5.48
32994,62,Paraguay,Female,0,5.75
58623,92,Peru,Male,0,5.77
90980,45,Austria,Female,0,7.18
12051,97,Peru,Male,0,5.49
25129,69,Congo-Kinshasa,Female,0,4.49
79458,84,South Africa,Female,0,4.82
67535,73,Mongolia,Male,0,4.75
80417,82,Romania,Male,1,5.48
19371,64,Panama,Male,0,7.03
70203,60,Lebanon,Female,0,4.71
49407,38,Sri Lanka,Male,0,4.09
45026,45,Nicaragua,Female,0,5.44
49988,61,Ukraine,Male,0,4.87
82545,71,Mexico,Male,0,7.04
12937,89,Kazakhstan,Female,0,5.47
21345,85,Sudan,Male,0,4.19
91560,82,Iraq,Male,0,4.62
23478,35,Congo-Kinshasa,Female,0,4.37
57697,84,Iceland,Female,0,7.32
81764,18,Cyprus,Female,1,6.52
52933,35,Togo,Female,0,2.7
31268,37,Serbia,Male,0,4.56
66130,39,Sierra Leone,Female,0,4.08
77245,76,Brazil,Female,0,6.82
47509,70,Mexico,Female,0,6.98
67248,89,Japan,Female,0,5.76
87329,61,Spain,Male,0,6.14
90068,83,Burkina Faso,Male,0,4.06
20794,76,Libya,Female,0,5.33
94090,19,Denmark,Female,1,8.09
10189,84,Bulgaria,Female,0,3.94
17806,22,North Cyprus,Male,0,5.39
84832,66,Togo,Male,0,2.91
10810,94,Belarus,Male,1,5.68
16689,32,Saudi Arabia,Female,0,6.34
22968,28,Chad,Female,0,3.95
61070,21,Ireland,Female,0,6.9
72516,94,Hong Kong,Female,0,5.44
97984,85,Denmark,Male,0,7.42
11884,33,Bahrain,Female,0,5.11
83140,92,Zambia,Male,1,5.33
81781,19,Venezuela,Male,1,7.16
96920,20,Ghana,Female,1,5.33
46491,32,Iceland,Male,1,7.38
51918,99,Lebanon,Male,0,4.81
57987,41,Bolivia,Female,0,5.68
29840,35,Jamaica,Female,0,5.24
17280,51,United Kingdom,Female,0,6.79
74239,22,Ecuador,Female,0,5.7
44833,46,Australia,Male,1,7.36
84185,67,Venezuela,Female,0,6.84
55619,41,Brazil,Male,0,6.74
78487,70,Burkina Faso,Male,0,4.13
27752,26,Croatia,Male,0,5.58
53120,48,Poland,Male,0,5.76
64387,63,Central African Republic,Male,0,3.36
97565,93,Cameroon,Female,0,4.28
71022,86,Slovakia,Female,0,5.77
20009,34,Venezuela,Male,0,7.03
18378,96,Mongolia,Male,0,4.7
27572,52,Singapore,Female,0,6.3
31778,58,Nepal,Male,0,4.03
37237,35,Djibouti,Male,0,4.42
45788,48,Belgium,Male,0,6.82
83897,74,Mexico,Male,0,6.84
78685,68,Austria,Female,0,7.12
29260,74,Zambia,Female,1,5.46
99832,35,Switzerland,Male,0,7.39
25363,23,Turkey,Male,0,5.19
62227,53,Central African Republic,Female,0,3.38
34723,80,United States,Male,0,7.02
45189,80,Italy,Female,0,5.86
11970,55,Liberia,Male,0,4.04
47791,53,France,Female,1,7.17
83959,33,Laos,Female,1,5.05
52326,59,Luxembourg,Female,1,7.61
35712,19,Czech Republic,Male,0,6.18
26666,73,Pakistan,Female,0,5.22
86144,58,Greece,Female,0,5.36
20518,75,Iraq,Male,0,4.76
45522,35,Mauritius,Female,0,5.23
29348,96,Costa Rica,Female,0,7.06
35951,64,Niger,Female,0,4.14
67484,18,Burkina Faso,Female,0,3.96
50119,42,Portugal,Male,0,5.02
95545,46,Yemen,Male,0,4.03
71567,26,Yemen,Male,0,3.94
49800,61,Russia,Female,0,5.2
76440,30,Afghanistan,Female,0,3.74
28173,36,Syria,Female,0,3.82
28567,60,Ecuador,Male,1,5.95
57859,45,Nepal,Male,0,3.92
57750,33,Bahrain,Female,0,5.13
29759,89,Belarus,Female,0,5.45
56309,47,Ecuador,Female,0,5.8
93890,26,Nicaragua,Female,0,5.35
87806,71,Argentina,Female,0,6.52
85273,71,Palestinian Territories,Male,0,4.5
89444,69,Poland,Female,0,5.63
25955,22,Mongolia,Female,0,4.79
84712,19,Mauritius,Male,0,5.32
63358,46,Jordan,Female,0,5.13
65367,54,Kyrgyzstan,Female,0,4.84
25678,68,Kazakhstan,Male,0,5.54
52579,92,Indonesia,Male,0,5.08
46202,23,Sudan,Female,0,4.4
70780,48,Pakistan,Male,0,5
96308,98,Ethiopia,Female,0,4.44
29354,62,United States,Female,0,6.92
91621,80,Guinea,Male,0,3.61
78905,93,United Arab Emirates,Male,1,7.61
38707,58,Comoros,Male,0,3.74
37873,58,Iraq,Female,0,4.63
91824,45,Denmark,Female,0,7.51
42082,99,Comoros,Female,0,3.75
95840,96,Ecuador,Female,0,5.7
67208,70,Libya,Male,0,5.27
78934,69,Guinea,Male,0,3.79
93280,93,Indonesia,Male,0,5.09
99483,43,Portugal,Male,0,4.97
84535,27,Mexico,Female,1,7.7
14828,81,Trinidad and Tobago,Male,0,6.35
80826,41,United Kingdom,Male,0,6.76
77278,99,Romania,Male,0,4.94
94975,64,Myanmar,Female,0,4.32
96369,75,Colombia,Female,0,6.22
26128,57,Comoros,Male,0,3.68
19182,81,Suriname,Female,0,6.15
77199,31,Germany,Female,0,6.37
45918,22,Germany,Male,1,7.31
89658,96,Portugal,Male,0,5.09
97976,92,Mauritius,Female,0,5.19
